date,SR_MIN,SR_MAX,SR_MEAN,SR_STD,NDVI_MIN,NDVI_MAX,NDVI_MEAN,NDVI_STD,GNDVI_MIN,GNDVI_MAX,GNDVI_MEAN,GNDVI_STD,NDRE_MIN,NDRE_MAX,NDRE_MEAN,NDRE_STD,modNDRE_MIN,modNDRE_MAX,modNDRE_MEAN,modNDRE_STD,EVI_MIN,EVI_MAX,EVI_MEAN,EVI_STD,EVI2_MIN,EVI2_MAX,EVI2_MEAN,EVI2_STD,PVR_MIN,PVR_MAX,PVR_MEAN,PVR_STD,GCI_MIN,GCI_MAX,GCI_MEAN,GCI_STD,RECI_MIN,RECI_MAX,RECI_MEAN,RECI_STD,TVI_MIN,TVI_MAX,TVI_MEAN,TVI_STD,MTCI_MIN,MTCI_MAX,MTCI_MEAN,MTCI_STD,LCI_MIN,LCI_MAX,LCI_MEAN,LCI_STD,TCVI_MIN,TCVI_MAX,TCVI_MEAN,TCVI_STD,GARVI_MIN,GARVI_MAX,GARVI_MEAN,GARVI_STD,SIPI1_MIN,SIPI1_MAX,SIPI1_MEAN,SIPI1_STD,SIPI2_MIN,SIPI2_MAX,SIPI2_MEAN,SIPI2_STD,MCARI_MIN,MCARI_MAX,MCARI_MEAN,MCARI_STD,ARVI_MIN,ARVI_MAX,ARVI_MEAN,ARVI_STD,OSAVI_MIN,OSAVI_MAX,OSAVI_MEAN,OSAVI_STD,anomaly
02/10/2022,4.806411743,18.70405006,14.90549078,3.847330102,0.655553222,0.898497999,0.862060603,0.053560281,0.596559465,0.763225734,0.735634802,0.034631039,0.38817665,0.650357366,0.589828148,0.067904063,0.506584346,0.722032845,0.666338609,0.061569433,-3.035791159,-1.216599703,-2.497920875,0.490424382,0.487080604,0.848163486,0.770659223,0.091989907,1.214549899,2.601796389,2.193187527,0.387016651,2.957360506,6.446863174,5.667170461,0.789034415,1.268917322,3.720125675,2.985922368,0.6711807,19.21800041,36.34199905,32.13200016,4.586256632,0.862000763,2.970495939,2.352479587,0.570821355,0.462943286,0.748142302,0.690001143,0.070199083,0.168969497,0.266661704,0.242894493,0.024709622,0.469234169,0.699950814,0.641028849,0.066226584,0.990154982,1.042112112,1.001064791,0.012623257,1.192489266,1.487002492,1.257909087,0.081930788,0.161081031,0.406383991,0.326604744,0.058504048,0.611076653,0.91267097,0.862221521,0.069593898,0.489300996,0.717097819,0.676758656,0.053570585,false
02/10/2022,4.436835766,18.89552307,8.928781776,2.440032905,0.632138968,0.899474859,0.788002901,0.046315003,0.593025744,0.803995311,0.725399146,0.034280929,0.383907199,0.652258933,0.568768443,0.044117627,0.483646482,0.759854198,0.666272673,0.040131436,-1.779439211,-1.000955701,-1.523561239,0.146413415,0.46086961,0.643417597,0.587557669,0.036578874,1.062573791,2.089552164,1.375100036,0.174478366,2.914315462,8.203837395,5.394344909,0.91047408,1.246264219,3.751406193,2.684457732,0.461711036,16.88599968,24.10199928,22.11335867,1.398241321,0.827380955,2.930232525,1.891629182,0.379615284,0.452768743,0.745562136,0.648067925,0.047598448,0.1297618,0.186740503,0.171867719,0.009707391,0.439435899,0.744917691,0.644709157,0.044437011,0.994995832,1.098591566,1.029073309,0.016056609,1.158020973,1.533813,1.253407968,0.049710791,0.048941456,0.247419879,0.130212108,0.029909176,0.536385953,0.908063293,0.749821679,0.06320856,0.469137788,0.642436147,0.582238651,0.031504157,false
02/10/2022,11.57040596,20.49664497,18.25076257,1.768640607,0.84089613,0.906962216,0.89499113,0.012261387,0.74253124,0.791703939,0.780778899,0.008600745,0.578999162,0.65488565,0.632312497,0.015225029,0.6488325,0.716899216,0.698540188,0.01347721,-3.583175659,-2.006614685,-2.843353679,0.275192478,0.698421836,0.884781241,0.824578648,0.03513865,1.606205225,2.439597368,2.238701723,0.15471419,5.767932415,7.601719379,7.136216667,0.332174866,2.750584602,3.795180798,3.448148588,0.211711229,27.59000015,38.12200165,34.32533338,1.958764903,2.085530281,3.075045824,2.770738579,0.193502445,0.675906599,0.754603982,0.734025513,0.015144979,0.215720102,0.281783193,0.258046443,0.012814413,0.622231007,0.699617326,0.679765464,0.014753983,0.990541279,1.015115499,0.997163013,0.004364638,1.197448134,1.270614862,1.216053277,0.014253508,0.229319334,0.405258417,0.354307078,0.036864283,0.828743875,0.919285357,0.8999614,0.018484339,0.644968688,0.731610119,0.708787011,0.016209122,false
02/10/2022,5.675925732,19.94754028,17.11328681,2.272849518,0.700416088,0.904523373,0.88640089,0.026962139,0.62491715,0.786348343,0.771369585,0.020972563,0.41162926,0.669336379,0.622411523,0.036019517,0.496527791,0.739495814,0.69201373,0.032051259,-3.162416458,-1.68669939,-2.685582073,0.228371972,0.594901502,0.859152019,0.805988075,0.039608838,1.310185194,2.428571463,2.182870273,0.188635363,3.332155466,7.361031532,6.799776288,0.576683405,1.399217248,4.048442841,3.333776634,0.394683745,25.31200027,36.40999985,33.3954823,1.828794171,0.983493805,3.185840607,2.657976183,0.330071449,0.495839119,0.761099339,0.723437297,0.036286535,0.215101495,0.272333503,0.251833296,0.009918569,0.444657207,0.724161506,0.672222924,0.035411071,0.989685893,1.066831708,0.99786332,0.008347456,1.176136374,1.506993055,1.224420117,0.041193806,0.23600629,0.435424387,0.337630265,0.041273835,0.62437892,0.915748537,0.890523894,0.035842707,0.548317075,0.723369658,0.699349564,0.024295488,false
02/10/2022,6.705690861,19.20000076,15.85567003,2.438976831,0.740451574,0.900990129,0.877275847,0.029149757,0.673361719,0.770253956,0.747103815,0.01645097,0.529673576,0.653695941,0.609946549,0.022714392,0.64064604,0.730348229,0.684500452,0.017479852,-3.024517298,-1.482961774,-2.557726237,0.291012428,0.562339723,0.837176561,0.790022107,0.05300982,1.232520342,2.548701286,2.271026035,0.250543848,4.122981548,6.705263138,5.937778338,0.454337637,2.252365828,3.775271416,3.143987263,0.284590749,21.72200012,35.44599915,32.90534102,2.665703024,1.51672864,2.945893049,2.486812189,0.269529019,0.602658808,0.746571958,0.711209085,0.026100864,0.169803306,0.265385509,0.24630696,0.018249678,0.611165047,0.709175467,0.660915805,0.018978107,0.988949299,1.0421772,0.997720482,0.008059293,1.184604883,1.280462146,1.230932788,0.018541887,0.113604553,0.399401695,0.336207329,0.061290102,0.687743008,0.919894516,0.881691823,0.039741408,0.553557336,0.715242863,0.690210366,0.030147748,false
02/10/2022,5.632596493,10.25542164,8.721065851,1.195345147,0.69845897,0.822307885,0.790421555,0.031505252,0.659072399,0.751440346,0.728201634,0.024642127,0.445330501,0.605129182,0.574078214,0.02737508,0.549049616,0.700196385,0.671584641,0.022502415,-1.70423162,-1.449201465,-1.578877121,0.055714653,0.530172765,0.629589558,0.598616,0.02641144,1.141833782,1.5,1.354273042,0.081140768,3.866348505,6.046357632,5.411141858,0.583283514,1.605750799,3.064947367,2.712969824,0.270326666,20.40600014,23.83399963,22.67283079,0.894714329,1.097859383,2.16883111,1.900761571,0.221575128,0.523323596,0.684426248,0.652943248,0.030584514,0.156987205,0.184284806,0.175468435,0.005913742,0.516853929,0.683337152,0.650633375,0.025138833,1.016035795,1.058010221,1.028270025,0.010347776,1.21408534,1.410664558,1.245435086,0.027794697,0.082116187,0.159564123,0.127704582,0.017523728,0.633486867,0.798056602,0.752093311,0.041604871,0.52389878,0.612501979,0.58773689,0.022901798,false
02/10/2022,8.717948914,16.35928154,12.51408222,2.447991508,0.794195235,0.884787858,0.846982524,0.027951391,0.701577663,0.75242871,0.732852132,0.012030275,0.539466918,0.625071228,0.588964592,0.021743471,0.636954308,0.709730864,0.676348776,0.018506072,-2.740640402,-1.547970295,-2.066954755,0.368680123,0.62560755,0.808095753,0.714514673,0.062383809,1.449612379,2.365269423,1.914009022,0.300334046,4.701910973,6.078481197,5.501219964,0.327618477,2.342793226,3.334346533,2.879066095,0.251849705,24.36000061,33.94599915,28.83822538,3.361676551,1.72457397,2.621266365,2.188697691,0.241838153,0.632970154,0.723853528,0.684550405,0.024343604,0.187916905,0.252412498,0.218497162,0.022929976,0.610032737,0.691732645,0.653357016,0.019750343,0.98888886,1.018436551,1.001848357,0.006630877,1.20449245,1.284985662,1.239823459,0.020474398,0.126283899,0.38217783,0.252864131,0.070944929,0.771594226,0.903501153,0.844563283,0.036734476,0.599509716,0.699254036,0.652430738,0.032565212,false
02/10/2022,4.599999905,16.81927681,12.75567829,1.959837929,0.642857134,0.88776201,0.849915849,0.034971741,0.643539667,0.798211992,0.771728379,0.023651111,0.443064928,0.664399087,0.636884765,0.03304122,0.518833518,0.751311183,0.725330462,0.030873358,-1.746967316,-1.316684604,-1.606224213,0.069289728,0.483146071,0.683038354,0.646578526,0.029362567,0.997674406,1.979919672,1.618224973,0.148939622,3.610722542,7.911392212,6.831156579,0.683531306,1.591082811,3.959459543,3.54314986,0.392014295,18.56800079,25.56399918,24.17793927,1.026353422,1.154343843,3.006872892,2.6074426,0.330557433,0.535821557,0.750428796,0.719631763,0.035023033,0.137940899,0.194291398,0.180629953,0.00704289,0.485268623,0.739409208,0.71064267,0.03328128,0.98705256,1.074612379,1.007591023,0.011077202,1.165503144,1.463700175,1.190926733,0.037518272,0.028982094,0.250508606,0.145932461,0.026524979,0.567663968,0.909712732,0.839067807,0.047134538,0.482543647,0.656449556,0.629950354,0.025264835,false
02/10/2022,6.440497398,13.58108139,10.57647722,1.936937665,0.731200755,0.862835944,0.821492511,0.034747822,0.672895014,0.781423211,0.749407397,0.025872317,0.519163787,0.643659711,0.604329488,0.026438766,0.624969184,0.731418133,0.700427958,0.020643374,-1.557755828,-1.203935862,-1.425048488,0.08033234,0.511277139,0.638074875,0.59919981,0.031794655,1.169201493,1.726688147,1.486020614,0.136950565,4.114245415,7.150101185,6.060022943,0.767907111,2.159420252,3.612612724,3.076069034,0.320907941,18.96199989,23.58600044,22.11037035,1.138862293,1.497930169,2.680033445,2.213891356,0.28953986,0.599668562,0.728263319,0.686119179,0.030480577,0.144051105,0.181704894,0.168050062,0.007941056,0.600000024,0.716826916,0.68338981,0.022664849,0.998639822,1.045706868,1.014148499,0.009818004,1.183603525,1.30003953,1.214499197,0.022080527,0.066744,0.193762034,0.131633289,0.026383883,0.675213695,0.863699555,0.801423067,0.045946464,0.529106915,0.630641103,0.600222238,0.026286591,false
02/10/2022,5.851735115,13.125,9.533105408,2.016785695,0.70810312,0.85840708,0.802382575,0.041143951,0.661817312,0.796236217,0.738907906,0.036654235,0.483816028,0.6447137,0.580438402,0.043858536,0.594453156,0.752757132,0.678784064,0.037577756,-1.631161213,-1.100683212,-1.452036497,0.119769953,0.486555099,0.648929834,0.591608745,0.040797861,1.140378594,1.554572225,1.388114956,0.099830596,3.913963318,7.815286636,5.806807722,1.053271914,1.874587417,3.629262924,2.818094959,0.492074234,17.87999916,24.11000061,22.00655427,1.485715694,1.263626218,2.654153347,2.008827274,0.390690308,0.558230937,0.726338804,0.66173231,0.04585756,0.146057397,0.183266193,0.170478602,0.009426308,0.563380301,0.738824189,0.66031343,0.041839155,1.002416134,1.063097477,1.020096759,0.011841417,1.164224863,1.341109157,1.238912055,0.041638201,0.082786068,0.187357739,0.13195854,0.021953581,0.651576221,0.846153855,0.774951856,0.053439997,0.51111114,0.63398695,0.589627891,0.032333055,false
