SR_MIN,SR_MAX,SR_MEAN,SR_STD,NDVI_MIN,NDVI_MAX,NDVI_MEAN,NDVI_STD,GNDVI_MIN,GNDVI_MAX,GNDVI_MEAN,GNDVI_STD,NDRE_MIN,NDRE_MAX,NDRE_MEAN,NDRE_STD,modNDRE_MIN,modNDRE_MAX,modNDRE_MEAN,modNDRE_STD,EVI_MIN,EVI_MAX,EVI_MEAN,EVI_STD,EVI2_MIN,EVI2_MAX,EVI2_MEAN,EVI2_STD,PVR_MIN,PVR_MAX,PVR_MEAN,PVR_STD,GCI_MIN,GCI_MAX,GCI_MEAN,GCI_STD,RECI_MIN,RECI_MAX,RECI_MEAN,RECI_STD,TVI_MIN,TVI_MAX,TVI_MEAN,TVI_STD,MTCI_MIN,MTCI_MAX,MTCI_MEAN,MTCI_STD,LCI_MIN,LCI_MAX,LCI_MEAN,LCI_STD,TCVI_MIN,TCVI_MAX,TCVI_MEAN,TCVI_STD,GARVI_MIN,GARVI_MAX,GARVI_MEAN,GARVI_STD,SIPI1_MIN,SIPI1_MAX,SIPI1_MEAN,SIPI1_STD,SIPI2_MIN,SIPI2_MAX,SIPI2_MEAN,SIPI2_STD,MCARI_MIN,MCARI_MAX,MCARI_MEAN,MCARI_STD,ARVI_MIN,ARVI_MAX,ARVI_MEAN,ARVI_STD,OSAVI_MIN,OSAVI_MAX,OSAVI_MEAN,OSAVI_STD,anomaly,date
continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,true false,time
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,class,meta
1.2896613190730837,2.003968253968254,1.5689652066499018,0.151352386456105,0.1265083690151809,0.3342140026420079,0.2188433469013312,0.0449780520875003,0.2080240722166499,0.349096587106848,0.2632611533804049,0.0285143155832796,0.0131789137380192,0.2545141874462597,0.1510855755283755,0.0417482670507466,-0.2369901416279305,-0.010958878901713,-0.1104466376614878,0.0360966608971174,0.1157160150964893,0.3121658303857859,0.1896877280729821,0.0392198607707771,0.0888969124050854,0.2278075251518716,0.1413821646212017,0.0284862639627822,0.7972370766488414,0.9966555183946488,0.9114071343040142,0.0421318984496324,0.5253292806484295,1.0726525017135025,0.7188797265770203,0.1083664014187461,0.0267098340752731,0.6828143021914648,0.3616293810318552,0.1152419814445601,2.0799999999999974,9.278,5.025236420247748,1.321448059116214,-222.0000000000244,147.00000000000267,0.9894450504192872,8.32200650299539,0.0152214022140221,0.2672719220549158,0.1595250328141894,0.0434694831637834,0.0322592,0.0974386,0.059681606032101,0.0110001137189348,0.2400756143667297,0.7897196261682244,0.5588758854687884,0.1275824239135758,1.120320855614973,1.961722488038277,1.3601830691519996,0.1860167468569696,1.120320855614973,1.961722488038277,1.3601830691519996,0.1860167468569696,-0.0239216180371352,0.088018903775883,0.020436603576168,0.0151624332621975,0.247305563646956,0.4060046189376443,0.3128572556177348,0.0305275818998158,0.0964677945978034,0.2471507652230543,0.1592300202469835,0.0315379251986248,true,2022-10-07
1.2344610542879622,1.6028995756718531,1.42338419896699,0.063837326509381,0.1049295774647887,0.2316261377530227,0.1741363016041872,0.0218711250100009,0.1931558935361217,0.3169054441260745,0.2697882655961736,0.0201915299926566,0.0417732310315431,0.2081187518933656,0.0995736596124084,0.019223625750562,-0.3664108151583326,-0.0516421564472052,-0.1802323598672216,0.054966002391568,0.1018107277075503,0.259853080135337,0.1808355396222034,0.0279082089823455,0.0774476578580784,0.2003276179097791,0.143169949869813,0.0222302734840563,0.7783505154639175,0.8632416787264833,0.8176433215636428,0.0144181976371263,0.4787935909519323,0.9278523489932886,0.740981190949453,0.0743436435102491,0.0871886120996443,0.5256312165263963,0.2222198389244902,0.0484350535004017,1.895999999999998,8.510000000000005,5.0994290663509245,1.2351092478414412,-195.9999999999129,7.461538461538498,0.38324070785215,4.455635167672129,0.0453213854902637,0.2045358501197352,0.1062338438472085,0.0198188908129043,0.0411608,0.1237758,0.0936371223098637,0.014117336343478,0.1705170517051703,0.447457627118644,0.3144246574571724,0.0445270920060558,1.4780058651026389,2.228878648233487,1.758990818494696,0.1188703281295287,1.4780058651026389,2.228878648233487,1.758990818494696,0.1188703281295287,-0.0206133891213389,0.0633694323144105,0.0316356901698886,0.0112860067466073,0.2622687047465808,0.4012195121951219,0.3490833757184156,0.0231123112514729,0.0818681318681318,0.1902689431983038,0.1410249351343779,0.0190927251754765,true,2022-10-12
1.1992395437262358,1.3765752409191991,1.276005315896928,0.0272340497934928,0.090594744121715,0.1584529008109793,0.121136598087624,0.0104731965119276,0.16,0.2495673243336794,0.2121486729905033,0.0124486617118945,0.0397648151013461,0.1256410256410257,0.068193567090544,0.010151791572854,-0.1611225700262315,-0.042772910179612,-0.0863969572035016,0.016707810808257,0.0891775474491856,0.1663446740233798,0.122553761899085,0.0116246239005571,0.0672968252337408,0.1258098389237809,0.092831211618536,0.0092384821301035,0.7933378653976887,0.8809523809523809,0.8291642538118387,0.0104618419948224,0.3809523809523811,0.665129151291513,0.5391959371459949,0.0400051030737872,0.0828230744440863,0.2873900293255134,0.1466479318816219,0.0236321285458152,1.2359999999999998,4.327999999999998,2.591736254799013,0.4502290702071386,-6.593749999999928,15.071428571429042,0.3421346226583189,0.3992376544255645,0.0419386422976501,0.125,0.0715432746788456,0.0104249601922534,0.0450061999999999,0.0818162999999999,0.0646346377843026,0.0054156587624542,0.1457465794170134,0.3571428571428571,0.2299952025775088,0.0291162927615448,1.6659192825112108,2.4188679245283025,2.020346552858342,0.0958364717697236,1.6659192825112108,2.4188679245283025,2.020346552858342,0.0958364717697236,-0.0106352463768116,0.0309972315035799,0.0167099630486348,0.0043633068414017,0.2186635033610123,0.3205914172376488,0.2779893199103357,0.0147377050877017,0.070964247020585,0.1268097853220169,0.0958548511714734,0.0086923500182556,true,2022-10-17
1.1204819277108435,1.3408360128617365,1.2557560424766956,0.021015327215656,0.0568181818181818,0.1456043956043956,0.1132981637698632,0.0082422991142395,0.1129883843717001,0.2226268511774702,0.193254036053107,0.0093582770877789,-0.0342089187538179,0.1659729448491155,0.0782718271762988,0.0114626661542836,-0.0966303962042122,0.0147468248051251,-0.0502913183837393,0.0071593249480626,0.0385242929659173,0.1237065276589123,0.0929480047244808,0.007769035395169,0.0283950452316367,0.0936373701444018,0.0706034771894575,0.0056748417629101,0.8080213903743316,0.9286733238231096,0.8489642559266103,0.0141077868857612,0.2547619047619049,0.5727670206121174,0.4794446576900473,0.028604897423068,-0.0661547548730063,0.398003742981909,0.17018337378947,0.0275096023122104,0.4160000000000008,2.7920000000000007,1.7224893295539283,0.2774415863977226,-7.950000000000005,6.499999999999792,0.5302357926676822,0.5083972763888924,-0.0374331550802138,0.158943697060289,0.0807422198096543,0.0111878522686046,0.0170326999999999,0.0540292,0.0382412740137861,0.003013284366159,0.1588613406795225,0.4686346863468638,0.2779036245131088,0.0386841015766263,1.4976958525345616,2.3590504451038576,1.906087708850433,0.1059061725961991,1.4976958525345616,2.3590504451038576,1.906087708850433,0.1059061725961991,-0.016327770419426,0.0284922459893047,0.0057327671736603,0.0034452330388524,0.1361839741286382,0.289825282631038,0.2397648204564749,0.0117180000736221,0.0370209059233449,0.10656836461126,0.0819363954446196,0.006171932869246,true,2022-11-06
1.183472553699284,1.370176848874598,1.230402346270522,0.0209048261593365,0.0840278726601994,0.1561811090384941,0.1032230154974802,0.0082997831971566,0.1495495495495495,0.2358165669748051,0.1872359824634421,0.0102988774664686,0.0329054153755349,0.1748188405797101,0.0644552647050753,0.0088917087488005,-0.2300801879913921,-0.0453800165278224,-0.107812508742129,0.0131107159323845,0.0955036598117811,0.1597072900048554,0.1160517643749663,0.0075208100195932,0.0674000314861461,0.1202139358192542,0.0848007283734243,0.0060554317820186,0.8063214525891056,0.8919123204837491,0.8422178675919725,0.0099475267424278,0.3516949152542372,0.6171726755218216,0.461134690455975,0.0314282749997574,0.0680500457735735,0.4237102085620199,0.1379876927204299,0.0207404283197166,1.4599999999999973,4.1080000000000005,2.3737250419267992,0.3230976294674661,-43.99999999999875,7.462962962962941,0.4057555680289969,0.8788670609833141,0.0348111145800812,0.1665947345705654,0.0667777575782192,0.0089607209872488,0.0339173,0.0773019999999999,0.0643694428424259,0.0033773342512384,0.0889952153110048,0.3460941541645111,0.1677200804832755,0.0277799101877512,1.6862106406080346,2.522875816993463,2.207858883285384,0.1069155690582241,1.6862106406080346,2.522875816993463,2.207858883285384,0.1069155690582241,-0.0320814901960784,0.0313910392609699,0.0115056004901044,0.0039137056641433,0.2060491493383742,0.3066378066378066,0.2593788445956103,0.0131157229265506,0.0689539186007399,0.1228491396558623,0.0841515192873104,0.0063487786055394,true,2022-10-07
1.180636777128005,1.3877551020408163,1.232222808247203,0.0257326666164937,0.0828367103694874,0.1623931623931623,0.1039147369086754,0.010176113997468,0.150709538350997,0.239579557810801,0.1826079608903101,0.0112197984018479,0.0233607217657482,0.1585035243086933,0.0547309950237244,0.0102232801250444,-0.1975600837123709,-0.0273301766434884,-0.0863127258276021,0.0137152027474277,0.0880382092956943,0.1601213551323107,0.1138886539608979,0.0092713494037943,0.0629690814162179,0.123999348175911,0.0838818954675078,0.0074770366890553,0.822268326417704,0.8975240715268226,0.8515183601791891,0.0100190272885062,0.354906937394247,0.6301239275500476,0.4472747042596272,0.0339903668157537,0.0478389970306827,0.3767182130584192,0.1160523717364276,0.0234805377211685,1.396,4.412,2.4277717406316466,0.3989543426591229,-6.190476190476224,3.867647058823544,0.4167761824072569,0.2646465774021094,0.0247524752475246,0.1497353593990097,0.0572539275580566,0.0104220678142887,0.0197462,0.0805345,0.0653644191497669,0.0037157943779311,0.0734793187347934,0.302611367127496,0.1565625487431881,0.0320255449373733,1.7168421052631582,2.5904436860068265,2.2059248771624858,0.1263612458559499,1.7168421052631582,2.5904436860068265,2.2059248771624858,0.1263612458559499,-0.0296705882352941,0.0387734306569343,0.0181126081088717,0.0045384820403218,0.2065868263473053,0.328054298642534,0.2605183125489697,0.014380676810145,0.0662375972110485,0.1275167785234899,0.0841161462138131,0.0078176677623503,true,2022-10-12
1.1765075376884422,1.4534883720930232,1.2489931053954768,0.0404688915639832,0.0810966810966811,0.1848341232227487,0.1104308509428967,0.0156506853591636,0.1337772397094431,0.2394459102902374,0.1724452387839403,0.0146881232981645,0.0196420776953294,0.1407051282051281,0.0571962926821583,0.0127185667397455,-0.1651224899940158,-0.0275276733285347,-0.0885843906091005,0.017977808155743,0.095751742449386,0.2019053035688895,0.1266491467575379,0.0158281715832832,0.0656922702874563,0.1421706047256708,0.0890292715910758,0.011962377371099,0.8438685208596713,0.9285171102661596,0.8811493755973155,0.0124684068276027,0.3088749126484977,0.6296617519514311,0.4175339205601182,0.0436961253285664,0.0400712377560106,0.3274897426333456,0.1217284378828951,0.0291495048111551,1.6060000000000016,5.920000000000002,3.043598599151597,0.6435398260697814,-4.938775510204066,16.733333333333327,0.5580082209025036,0.3705670902420094,0.0209822816288466,0.1396088408332008,0.0600782974697881,0.0133726434438141,0.0442300999999999,0.0849231999999999,0.0654696662184139,0.004685208140008,0.0923423423423421,0.4293849658314352,0.2011795409582765,0.0499181481096164,1.4757834757834758,2.4107744107744105,2.001063427029799,0.1558861081038686,1.4757834757834758,2.4107744107744105,2.001063427029799,0.1558861081038686,-0.010016923076923,0.0448735730680948,0.0224206804260246,0.0048093565999689,0.1918103448275862,0.3136313261913557,0.2454409085350048,0.0180367997105901,0.0658851113716295,0.1443058791284089,0.0892836075776803,0.0122173073867839,true,2022-10-17
1.3618290258449304,2.8984593837535013,2.086466737841924,0.2117486754084081,0.1531986531986532,0.4869768277348661,0.3490015320145198,0.0438698685676165,0.2127566622979467,0.4292127071823204,0.3267019513335053,0.0290561274721812,0.0896798568303837,0.3331186604411528,0.2163531608032159,0.0317224673204915,-0.4375893896048992,-0.0739366669067874,-0.2499766011086449,0.0524901850739771,0.1374674270176366,0.5470880795764481,0.3633242845483067,0.0541514965544912,0.1035927325713765,0.3858261889310153,0.2625514805781153,0.0383684123275857,0.8807157057654075,1.1980742778541955,1.0535622840870646,0.0409852000377941,0.5405105438401776,1.503932244404114,0.976080453509426,0.1301921482509159,0.1970292704237657,0.9990342829550942,0.556421546747085,0.1048951840001153,3.4079999999999995,17.508000000000003,11.545580794002,1.8811484396031992,0.8200836820083677,2.526229508196721,1.617331606033336,0.223052333470769,0.0949074074074074,0.3714747619903,0.240115901490621,0.0365703935830895,0.0554477,0.1447634,0.1071545776897277,0.0118989561516432,0.3472512178148922,0.9489429597128042,0.7523911077024465,0.0707900159410452,1.0234604105571845,1.6442307692307692,1.1383584442256942,0.0522559523112633,1.0234604105571845,1.6442307692307692,1.1383584442256942,0.0522559523112633,0.0187376150420584,0.0987570642201834,0.0648872620816645,0.0106009343340761,0.2707762557077625,0.5214115052380078,0.4140494902066691,0.0324368254404338,0.114609571788413,0.3782614762104088,0.2685375624762248,0.0349673028588635,true,2022-11-06
